sub_id,group,day,block,sequence_type,mean_rt,prop_correct
3,young,13,50,random,450.62,0.97
3,young,13,51,predictable,344.53,0.9392
3,young,13,52,random,463.67,0.9377
3,young,14,53,predictable,322.86,0.9758
3,young,14,54,random,440.91,0.9259
3,young,14,55,predictable,313.76,0.964
3,young,14,56,random,461.89,0.9062
3,young,15,57,predictable,340.36,0.9176
3,young,15,58,random,465.33,0.9325
3,young,15,59,predictable,324.97,0.9364
3,young,15,60,random,448.9,0.8952
4,young,1,1,predictable,392.28,0.9282
4,young,1,2,random,394.87,0.9237
4,young,1,3,predictable,388.12,0.9375
4,young,1,4,random,366.41,0.891
4,young,2,5,predictable,349.62,0.9281
4,young,2,6,random,398.27,0.9442
4,young,2,7,predictable,329.87,0.9333
4,young,2,8,random,382.11,0.9265
4,young,3,9,predictable,311.58,0.8963
4,young,3,10,random,389.16,0.9218
4,young,3,11,predictable,350.75,0.9447
4,young,3,12,random,375.38,0.9117
4,young,4,13,predictable,313.25,0.9746
4,young,4,14,random,401.32,0.9043
4,young,4,15,predictable,290.44,0.9116
4,young,4,16,random,413.58,0.9453
4,young,5,17,predictable,316.94,0.9144
4,young,5,18,random,408.23,0.9007
4,young,5,19,predictable,309.76,0.9003
4,young,5,20,random,395.31,0.9741
4,young,6,21,predictable,302.08,0.973
4,young,6,22,random,388.31,0.921
4,young,6,23,predictable,308.48,1.0
4,young,6,24,random,382.51,0.962
4,young,7,25,predictable,294.36,0.9207
4,young,7,26,random,379.61,0.925
4,young,7,27,predictable,292.99,0.9416
4,young,7,28,random,386.79,0.9312
4,young,8,29,predictable,304.57,0.921
4,young,8,30,random,428.3,0.9026
4,young,8,31,predictable,306.01,0.952
4,young,8,32,random,364.54,0.9217
4,young,9,33,predictable,256.45,0.9392
4,young,9,34,random,385.37,0.9549
4,young,9,35,predictable,309.21,0.9554
4,young,9,36,random,358.57,0.9129
4,young,10,37,predictable,271.79,0.9752
4,young,10,38,random,383.91,0.8909
4,young,10,39,predictable,311.92,0.933
4,young,10,40,random,356.17,0.9655
4,young,11,41,predictable,289.8,0.9874
4,young,11,42,random,345.64,0.8728
4,young,11,43,predictable,262.09,0.9262
4,young,11,44,random,385.61,0.8767
4,young,12,45,predictable,289.14,0.9466
4,young,12,46,random,386.16,0.908
4,young,12,47,predictable,292.79,0.9152
4,young,12,48,random,403.84,0.9553
4,young,13,49,predictable,263.8,0.9088
4,young,13,50,random,380.93,0.9133
4,young,13,51,predictable,301.86,0.9008
4,young,13,52,random,375.85,0.9562
4,young,14,53,predictable,278.39,0.917
4,young,14,54,random,367.32,0.9303
4,young,14,55,predictable,277.32,0.9334
4,young,14,56,random,386.71,0.9534
4,young,15,57,predictable,253.91,0.9737
4,young,15,58,random,377.42,0.8858
4,young,15,59,predictable,289.87,0.9097
4,young,15,60,random,369.23,0.962
5,young,1,1,predictable,427.63,0.9127
5,young,1,2,random,420.54,0.9459
5,young,1,3,predictable,425.39,0.9584
5,young,1,4,random,424.54,0.8811
5,young,2,5,predictable,377.63,0.9509
5,young,2,6,random,381.33,0.86
5,young,2,7,predictable,381.85,0.9822
5,young,2,8,random,398.5,0.8673
5,young,3,9,predictable,347.41,0.9015
5,young,3,10,random,391.51,0.9323
5,young,3,11,predictable,370.09,0.924
5,young,3,12,random,413.1,0.9694
5,young,4,13,predictable,363.4,0.9387
5,young,4,14,random,396.81,0.9686
5,young,4,15,predictable,365.46,0.8938
5,young,4,16,random,387.89,0.948
5,young,5,17,predictable,341.57,0.9682
5,young,5,18,random,388.15,0.9374
5,young,5,19,predictable,328.71,0.9902
5,young,5,20,random,447.28,0.8991
5,young,6,21,predictable,317.41,0.9414
5,young,6,22,random,417.06,0.8826
5,young,6,23,predictable,327.1,0.9744
5,young,6,24,random,425.56,0.8882
5,young,7,25,predictable,271.55,0.9584
5,young,7,26,random,432.02,0.931
5,young,7,27,predictable,323.62,0.955
5,young,7,28,random,389.46,0.8919
5,young,8,29,predictable,320.87,0.9468
5,young,8,30,random,419.56,0.9508
5,young,8,31,predictable,325.77,0.9619
5,young,8,32,random,449.73,0.9038
5,young,9,33,predictable,309.72,0.8836
5,young,9,34,random,409.77,0.9328
5,young,9,35,predictable,294.26,0.8628
5,young,9,36,random,427.46,0.9167
5,young,10,37,predictable,306.39,0.8986
5,young,10,38,random,408.67,0.9152
5,young,10,39,predictable,332.04,0.9459
5,young,10,40,random,380.85,0.9329
5,young,11,41,predictable,302.85,0.9699
5,young,11,42,random,417.43,0.9496
5,young,11,43,predictable,295.2,0.9476
5,young,11,44,random,414.07,0.9696
5,young,12,45,predictable,277.49,0.952
5,young,12,46,random,392.76,0.9115
5,young,12,47,predictable,309.86,0.9315
5,young,12,48,random,441.39,0.9093
5,young,13,49,predictable,289.85,0.9173
5,young,13,50,random,399.26,0.8742
5,young,13,51,predictable,295.26,0.9351
5,young,13,52,random,420.06,0.917
5,young,14,53,predictable,288.02,0.9099
5,young,14,54,random,414.11,0.9229
5,young,14,55,predictable,296.04,0.9309
5,young,14,56,random,414.15,0.9112
5,young,15,57,predictable,288.68,0.8947
5,young,15,58,random,410.17,0.9134
5,young,15,59,predictable,270.29,0.9541
5,young,15,60,random,399.55,0.971
6,young,1,1,predictable,453.77,0.8999
6,young,1,2,random,463.61,0.9315
6,young,1,3,predictable,446.15,0.9142
6,young,1,4,random,433.6,0.9101
6,young,2,5,predictable,398.33,0.9191
6,young,2,6,random,449.52,0.9306
6,young,2,7,predictable,434.07,0.9333
6,young,2,8,random,401.24,0.9291
6,young,3,9,predictable,391.1,0.9477
6,young,3,10,random,424.83,0.9102
6,young,3,11,predictable,444.13,0.9359
6,young,3,12,random,441.03,0.9412
6,young,4,13,predictable,407.76,0.8978
6,young,4,14,random,471.2,0.9478
6,young,4,15,predictable,396.46,0.9372
6,young,4,16,random,470.77,0.8838
6,young,5,17,predictable,341.39,0.9095
6,young,5,18,random,443.49,0.8822
6,young,5,19,predictable,429.71,0.9642
6,young,5,20,random,429.11,0.9218
6,young,6,21,predictable,392.03,0.9758
6,young,6,22,random,432.09,0.9475
6,young,6,23,predictable,389.94,0.9299
6,young,6,24,random,435.37,0.8877
6,young,7,25,predictable,392.24,0.8845
6,young,7,26,random,446.62,0.9245
6,young,7,27,predictable,395.03,0.9227
6,young,7,28,random,450.03,0.9429
6,young,8,29,predictable,370.76,0.9406
6,young,8,30,random,426.38,0.9421
6,young,8,31,predictable,388.58,0.9615
6,young,8,32,random,435.09,0.92
6,young,9,33,predictable,384.85,0.9681
6,young,9,34,random,440.77,0.8774
6,young,9,35,predictable,355.31,0.9152
6,young,9,36,random,438.94,0.8709
6,young,10,37,predictable,394.48,0.8922
6,young,10,38,random,429.13,0.9588
6,young,10,39,predictable,351.97,1.0
6,young,10,40,random,411.48,0.8795
6,young,11,41,predictable,390.8,0.9696
6,young,11,42,random,457.68,0.947
6,young,11,43,predictable,360.91,0.9668
6,young,11,44,random,436.95,0.9342
6,young,12,45,predictable,366.34,0.9983
6,young,12,46,random,439.77,0.9477
6,young,12,47,predictable,362.28,0.9376
6,young,12,48,random,444.6,0.9021
6,young,13,49,predictable,386.99,0.9351
6,young,13,50,random,437.83,0.9336
6,young,13,51,predictable,380.51,0.935
6,young,13,52,random,431.76,0.9594
6,young,14,53,predictable,354.03,0.923
6,young,14,54,random,439.1,0.8711
6,young,14,55,predictable,378.61,0.9643
6,young,14,56,random,434.35,0.8855
6,young,15,57,predictable,371.71,0.9087
6,young,15,58,random,437.83,0.8638
6,young,15,59,predictable,342.41,0.9429
6,young,15,60,random,433.99,0.9419
7,young,1,1,predictable,395.39,0.9487
7,young,1,2,random,413.87,0.8969
7,young,1,3,predictable,390.16,0.9526
7,young,1,4,random,409.57,0.9028
7,young,2,5,predictable,403.32,0.9537
7,young,2,6,random,421.33,0.9006
7,young,2,7,predictable,390.42,1.0
7,young,2,8,random,391.6,0.9012
7,young,3,9,predictable,390.73,0.9098
7,young,3,10,random,404.42,0.9461
7,young,3,11,predictable,357.91,0.9264
7,young,3,12,random,386.89,0.9118
7,young,4,13,predictable,356.06,0.9349
7,young,4,14,random,395.57,0.9371
7,young,4,15,predictable,366.21,0.9783
7,young,4,16,random,422.3,0.9313
7,young,5,17,predictable,373.92,0.9177
7,young,5,18,random,415.57,0.9184
7,young,5,19,predictable,375.79,0.9614
7,young,5,20,random,379.41,0.9208
7,young,6,21,predictable,378.24,0.9697
7,young,6,22,random,405.93,0.889
7,young,6,23,predictable,355.61,0.8885
7,young,6,24,random,410.47,0.904
7,young,7,25,predictable,348.63,0.9591
7,young,7,26,random,417.31,0.9219
7,young,7,27,predictable,362.1,0.9097
7,young,7,28,random,405.86,0.944
7,young,8,29,predictable,370.37,0.9949
7,young,8,30,random,427.03,0.902
7,young,8,31,predictable,335.95,0.9187
7,young,8,32,random,399.41,0.9275
7,young,9,33,predictable,335.94,0.9681
7,young,9,34,random,399.23,0.9391
7,young,9,35,predictable,348.07,0.9314
7,young,9,36,random,410.41,0.9322
7,young,10,37,predictable,345.95,0.9545
7,young,10,38,random,401.7,0.8542
7,young,10,39,predictable,333.0,0.946
7,young,10,40,random,398.08,0.9713
7,young,11,41,predictable,324.36,0.926
7,young,11,42,random,411.81,0.9086
7,young,11,43,predictable,339.63,0.9295
7,young,11,44,random,406.64,0.9044
7,young,12,45,predictable,340.03,0.9203
7,young,12,46,random,406.13,0.9379
7,young,12,47,predictable,324.68,0.9446
7,young,12,48,random,375.74,0.9264
7,young,13,49,predictable,329.65,0.9387
7,young,13,50,random,424.1,0.9846
7,young,13,51,predictable,325.8,0.9295
7,young,13,52,random,407.81,0.9217
7,young,14,53,predictable,340.1,0.9596
7,young,14,54,random,407.99,0.8726
7,young,14,55,predictable,319.41,0.9719
7,young,14,56,random,381.32,0.8975
7,young,15,57,predictable,311.13,0.9183
7,young,15,58,random,379.06,0.8877
7,young,15,59,predictable,356.33,0.9169
7,young,15,60,random,406.28,0.8939
8,young,1,1,predictable,382.5,0.9961
8,young,1,2,random,405.75,0.9241
8,young,1,3,predictable,425.32,0.9365
8,young,1,4,random,376.31,0.8823
8,young,2,5,predictable,373.85,0.9557
8,young,2,6,random,406.23,0.9244
8,young,2,7,predictable,373.38,0.9289
8,young,2,8,random,413.25,0.9636
8,young,3,9,predictable,342.12,0.8639
8,young,3,10,random,429.08,0.8935
8,young,3,11,predictable,364.59,0.9779
8,young,3,12,random,398.54,0.9099
8,young,4,13,predictable,320.51,0.8769
8,young,4,14,random,405.34,0.9255
8,young,4,15,predictable,325.69,0.9491
8,young,4,16,random,429.54,0.918
8,young,5,17,predictable,316.75,0.9724
8,young,5,18,random,395.53,0.9114
8,young,5,19,predictable,317.65,0.9649
8,young,5,20,random,422.39,0.9685
8,young,6,21,predictable,328.1,0.9089
8,young,6,22,random,440.47,0.906
8,young,6,23,predictable,357.13,0.9227
8,young,6,24,random,411.15,0.89
8,young,7,25,predictable,323.24,0.9271
8,young,7,26,random,433.76,0.9147
8,young,7,27,predictable,317.38,0.9362
8,young,7,28,random,411.24,0.957
8,young,8,29,predictable,323.9,0.9564
8,young,8,30,random,412.0,0.9156
8,young,8,31,predictable,288.16,0.9664
8,young,8,32,random,420.69,0.9635
8,young,9,33,predictable,292.76,1.0
8,young,9,34,random,395.25,0.8826
8,young,9,35,predictable,306.35,0.9374
8,young,9,36,random,418.78,0.9259
8,young,10,37,predictable,296.5,0.9848
8,young,10,38,random,404.92,0.9195
8,young,10,39,predictable,317.81,0.9513
8,young,10,40,random,406.54,0.9375
8,young,11,41,predictable,303.65,0.9667
8,young,11,42,random,396.2,0.9434
8,young,11,43,predictable,281.12,0.9758
8,young,11,44,random,428.5,0.8973
8,young,12,45,predictable,281.8,0.9507
8,young,12,46,random,403.53,0.9243
8,young,12,47,predictable,303.74,0.9764
8,young,12,48,random,382.48,0.9199
8,young,13,49,predictable,253.23,0.9194
8,young,13,50,random,423.48,0.8825
8,young,13,51,predictable,292.5,0.9405
8,young,13,52,random,402.63,0.9158
8,young,14,53,predictable,286.65,0.9387
8,young,14,54,random,405.16,0.8816
8,young,14,55,predictable,294.22,0.924
8,young,14,56,random,383.02,0.8852
8,young,15,57,predictable,270.12,0.9732
8,young,15,58,random,421.35,0.9425
8,young,15,59,predictable,257.4,0.9423
8,young,15,60,random,417.21,0.9427
9,young,1,1,predictable,385.24,0.9285
9,young,1,2,random,394.91,0.9161
9,young,1,3,predictable,377.25,0.9356
9,young,1,4,random,415.03,0.9291
9,young,2,5,predictable,370.55,0.9073
9,young,2,6,random,424.51,0.923
9,young,2,7,predictable,370.43,0.8822
9,young,2,8,random,389.22,0.9164
9,young,3,9,predictable,357.48,0.9534
9,young,3,10,random,403.55,0.9743
9,young,3,11,predictable,348.1,0.9776
9,young,3,12,random,373.18,0.8811
9,young,4,13,predictable,362.93,0.9545
9,young,4,14,random,391.59,0.921
9,young,4,15,predictable,358.05,0.965
9,young,4,16,random,398.38,0.8864
9,young,5,17,predictable,348.98,0.9426
9,young,5,18,random,367.26,0.8902
9,young,5,19,predictable,368.27,0.9557
9,young,5,20,random,391.92,0.9275
9,young,6,21,predictable,332.15,0.9276
9,young,6,22,random,425.71,0.9238
9,young,6,23,predictable,321.17,0.919
9,young,6,24,random,384.63,0.9443
9,young,7,25,predictable,331.08,0.9156
9,young,7,26,random,404.27,0.8563
9,young,7,27,predictable,294.78,0.9666
9,young,7,28,random,385.11,0.9151
9,young,8,29,predictable,340.24,0.9749
9,young,8,30,random,372.12,0.9428
9,young,8,31,predictable,333.24,0.9777
9,young,8,32,random,405.07,0.952
9,young,9,33,predictable,324.95,0.9715
9,young,9,34,random,416.92,0.8726
9,young,9,35,predictable,316.06,0.9045
9,young,9,36,random,399.98,0.9088
9,young,10,37,predictable,311.08,0.9879
9,young,10,38,random,369.28,0.9221
9,young,10,39,predictable,320.9,0.9352
9,young,10,40,random,405.89,0.8427
9,young,11,41,predictable,312.04,0.9151
9,young,11,42,random,344.78,0.8745
9,young,11,43,predictable,318.94,0.9696
9,young,11,44,random,389.79,0.9572
9,young,12,45,predictable,306.64,0.954
9,young,12,46,random,404.42,0.9272
9,young,12,47,predictable,290.28,0.9303
9,young,12,48,random,394.52,0.9045
9,young,13,49,predictable,315.35,0.929
9,young,13,50,random,401.01,0.9245
9,young,13,51,predictable,305.18,0.9585
9,young,13,52,random,381.78,0.957
9,young,14,53,predictable,313.89,0.9866
9,young,14,54,random,392.67,0.8905
9,young,14,55,predictable,301.48,0.9377
9,young,14,56,random,402.83,0.9213
9,young,15,57,predictable,319.93,0.9022
9,young,15,58,random,413.65,0.9271
9,young,15,59,predictable,317.59,0.9598
9,young,15,60,random,404.29,0.9323
10,young,1,1,predictable,409.83,0.9689
10,young,1,2,random,418.44,0.9323
10,young,1,3,predictable,426.06,0.942
10,young,1,4,random,433.1,0.9023
10,young,2,5,predictable,381.73,0.9297
10,young,2,6,random,418.11,0.9432
10,young,2,7,predictable,408.57,0.97
10,young,2,8,random,411.37,0.9747
10,young,3,9,predictable,383.61,0.9682
10,young,3,10,random,415.57,0.8098
10,young,3,11,predictable,365.64,0.9823
10,young,3,12,random,419.21,0.9292
10,young,4,13,predictable,397.16,0.935
10,young,4,14,random,418.26,0.9393
10,young,4,15,predictable,379.83,0.9558
10,young,4,16,random,404.64,0.9988
10,young,5,17,predictable,348.92,0.9412
10,young,5,18,random,406.98,0.8788
10,young,5,19,predictable,397.32,0.9562
10,young,5,20,random,397.79,0.9225
10,young,6,21,predictable,352.74,0.9391
10,young,6,22,random,407.47,0.9886
10,young,6,23,predictable,358.5,0.9334
10,young,6,24,random,433.01,0.9383
10,young,7,25,predictable,342.54,0.9556
10,young,7,26,random,408.96,0.8992
10,young,7,27,predictable,343.14,0.9517
10,young,7,28,random,382.67,0.9376
10,young,8,29,predictable,381.86,0.9111
10,young,8,30,random,404.04,0.9807
10,young,8,31,predictable,359.4,0.9552
10,young,8,32,random,434.74,0.9615
10,young,9,33,predictable,353.58,0.9333
10,young,9,34,random,410.8,0.9124
10,young,9,35,predictable,352.07,0.958
10,young,9,36,random,404.85,0.8969
10,young,10,37,predictable,345.92,0.9228
10,young,10,38,random,453.63,0.8717
10,young,10,39,predictable,368.29,0.8998
10,young,10,40,random,417.17,0.8766
10,young,11,41,predictable,340.73,0.929
10,young,11,42,random,417.57,0.9124
10,young,11,43,predictable,354.84,0.9704
10,young,11,44,random,411.89,0.9375
10,young,12,45,predictable,327.5,0.9714
10,young,12,46,random,424.58,0.9715
10,young,12,47,predictable,362.65,0.9279
10,young,12,48,random,426.93,0.8858
10,young,13,49,predictable,322.32,0.9441
10,young,13,50,random,428.73,0.9495
10,young,13,51,predictable,341.29,0.9715
10,young,13,52,random,419.3,0.9179
10,young,14,53,predictable,331.22,0.9935
10,young,14,54,random,399.07,0.8875
10,young,14,55,predictable,338.8,0.9483
10,young,14,56,random,399.78,0.9197
10,young,15,57,predictable,342.71,0.8983
10,young,15,58,random,428.77,0.874
10,young,15,59,predictable,351.14,0.9083
10,young,15,60,random,445.87,0.9361
11,young,1,1,predictable,496.34,0.9193
11,young,1,2,random,474.36,0.9468
11,young,1,3,predictable,474.55,0.9378
11,young,1,4,random,492.44,0.8911
11,young,2,5,predictable,459.0,0.9225
11,young,2,6,random,491.54,0.9051
11,young,2,7,predictable,458.62,0.9449
11,young,2,8,random,499.93,0.9638
11,young,3,9,predictable,437.89,0.9355
11,young,3,10,random,478.33,0.9343
11,young,3,11,predictable,431.12,0.943
11,young,3,12,random,465.51,0.9316
11,young,4,13,predictable,407.95,0.9804
11,young,4,14,random,464.71,0.9608
11,young,4,15,predictable,422.72,0.9063
11,young,4,16,random,477.16,0.8578
11,young,5,17,predictable,408.99,0.9164
11,young,5,18,random,489.47,0.8878
11,young,5,19,predictable,395.35,0.9797
11,young,5,20,random,495.63,0.8747
11,young,6,21,predictable,409.13,0.9984
11,young,6,22,random,504.07,0.9215
11,young,6,23,predictable,419.97,0.9292
11,young,6,24,random,467.8,0.972
11,young,7,25,predictable,392.72,0.9976
11,young,7,26,random,458.85,0.9376
11,young,7,27,predictable,412.55,0.9369
11,young,7,28,random,478.79,0.978
11,young,8,29,predictable,399.02,0.91
11,young,8,30,random,477.84,0.9116
11,young,8,31,predictable,396.68,0.8943
11,young,8,32,random,490.75,0.9486
11,young,9,33,predictable,391.89,0.9311
11,young,9,34,random,459.31,0.9446
11,young,9,35,predictable,379.13,0.929
11,young,9,36,random,482.6,0.9403
11,young,10,37,predictable,354.42,0.9507
11,young,10,38,random,459.77,0.8665
11,young,10,39,predictable,338.02,0.8963
11,young,10,40,random,489.59,0.9089
11,young,11,41,predictable,372.12,0.9437
11,young,11,42,random,488.02,0.9056
11,young,11,43,predictable,377.0,0.8893
11,young,11,44,random,473.28,0.8766
11,young,12,45,predictable,360.37,0.9496
11,young,12,46,random,478.5,0.8851
11,young,12,47,predictable,376.64,0.9589
11,young,12,48,random,464.04,0.9936
11,young,13,49,predictable,354.92,0.9462
11,young,13,50,random,461.39,0.8987
11,young,13,51,predictable,376.66,0.9398
11,young,13,52,random,480.45,0.9646
11,young,14,53,predictable,350.63,0.9161
11,young,14,54,random,476.55,0.9449
11,young,14,55,predictable,370.06,0.9651
11,young,14,56,random,470.77,0.9126
11,young,15,57,predictable,343.02,0.9229
11,young,15,58,random,463.84,0.9396
11,young,15,59,predictable,354.08,0.9647
11,young,15,60,random,490.82,0.9634
12,young,1,1,predictable,385.56,0.9375
12,young,1,2,random,400.54,0.9232
12,young,1,3,predictable,404.39,0.9252
12,young,1,4,random,384.05,0.908
12,young,2,5,predictable,351.05,0.9774
12,young,2,6,random,395.93,0.9398
12,young,2,7,predictable,364.51,0.9389
12,young,2,8,random,368.6,0.8789
12,young,3,9,predictable,351.34,0.9476
12,young,3,10,random,412.65,0.9676
12,young,3,11,predictable,364.4,0.8858
12,young,3,12,random,388.05,0.9482
12,young,4,13,predictable,337.86,0.9782
12,young,4,14,random,398.61,0.8958
12,young,4,15,predictable,335.58,0.9105
12,young,4,16,random,403.53,0.978
12,young,5,17,predictable,305.66,0.9799
12,young,5,18,random,394.29,0.8914
12,young,5,19,predictable,317.08,0.9206
12,young,5,20,random,409.71,0.898
12,young,6,21,predictable,328.02,0.9104
12,young,6,22,random,422.13,0.9314
12,young,6,23,predictable,308.96,0.8989
12,young,6,24,random,413.52,0.9826
12,young,7,25,predictable,280.36,0.961
12,young,7,26,random,396.8,0.9242
12,young,7,27,predictable,310.92,0.8877
12,young,7,28,random,409.71,0.9559
12,young,8,29,predictable,310.61,0.9601
12,young,8,30,random,398.13,0.8654
12,young,8,31,predictable,296.64,0.9622
12,young,8,32,random,419.63,0.9821
12,young,9,33,predictable,291.31,0.9243
12,young,9,34,random,393.53,0.947
12,young,9,35,predictable,277.4,0.9369
12,young,9,36,random,418.38,0.9125
12,young,10,37,predictable,311.9,0.9674
12,young,10,38,random,425.55,0.9329
12,young,10,39,predictable,303.09,0.9313
12,young,10,40,random,399.38,0.9143
12,young,11,41,predictable,284.32,0.9291
